<name>,<ticker>,<date>,<open>,<high>,<low>,<close>,<vol>
Asia 50 ADR Index Bldrs,ADRA,20130213,27.26,27.26,27.24,27.24,600
Dev Mkts 100 ADR Index Bldrs,ADRD,20130213,22.15,22.15,22.01,22.01,2300
Emrg Mkts 50 ADR Index Bldrs,ADRE,20130213,40.05,40.27,40.05,40.18,90400
Europe 100 ADR Index Bldrs,ADRU,20130213,21.7,21.75,21.68,21.68,1500
Autodesk,ADSK,20130213,38.91,39.17,38.53,38.66,1708900
Adtran,ADTN,20130213,21.84,23.09,21.77,22.83,2198900
Addus Homecare Corp.,ADUS,20130213,8.58,9.31,8.58,9.23,71500
Advent Software,ADVS,20130213,26.24,26.34,26.02,26.3,111400
Aegoin Corp,AEGN,20130213,23.62,23.83,23.39,23.83,194600
Aegerion Pharmaceuticals,AEGR,20130213,27,27.47,26.8,27.47,260900
Aehr Test Systems,AEHR,20130213,1,1,1,1,0
Advanced Energy Industries,AEIS,20130213,17.28,17.9,17.28,17.7,689000
Aep Industries Inc.,AEPI,20130213,64.86,65.2,63.75,64.43,12500
Asia Entertainment & Resources Ltd,AERL,20130213,4.17,4.17,4.01,4.04,174600
American Electric Technologies,AETI,20130213,4.81,4.97,4.81,4.95,2700
Addvantage Technologies Group,AEY,20130213,2.28,2.3,2.25,2.29,19100
Aeterna Zentaris,AEZS,20130213,2.79,2.91,2.78,2.84,306800
Almost Family Inc,AFAM,20130213,20.62,20.81,20.51,20.65,35700
Athens Bancshares Corp.,AFCB,20130213,18.49,18.49,18.15,18.15,1700
Afc Enterprises,AFCE,20130213,31.26,31.44,31.13,31.18,186000
Affymetrix,AFFX,20130213,3.74,3.84,3.7,3.84,713300
Affymax,AFFY,20130213,17.3,17.42,16.76,16.91,516400
Atlas Financial Holdings Inc.,AFH,20130213,5.86,5.99,5.85,5.85,16100
Alliance Fiber Optic Products,AFOP,20130213,12.77,12.9,12.62,12.75,22100
Amtrust Financial Services,AFSI,20130213,34.59,34.83,34.45,34.76,233200
Agenus Inc.,AGEN,20130213,4.54,4.59,4.31,4.35,78800
Argo Group International Holdings Ltd,AGII,20130213,38.79,38.97,38.46,38.63,37700
Argo Group International Holdin,AGIIL,20130213,25.15,25.15,25.01,25.01,17200
American Capital Agency,AGNC,20130213,32.45,32.62,32.33,32.56,3159800
American Capital,AGNCP,20130213,26.22,26.25,26.2,26.24,12100
Agilysys,AGYS,20130213,9.57,9.87,9.5,9.86,24400
Alliance Holdings Gp L.P.,AHGP,20130213,51.2,51.7,51.16,51.65,17700
Allied Healthcare Products,AHPI,20130213,2.55,2.55,2.44,2.48,4100
Altra Holdings,AIMC,20130213,24.17,25.33,24.17,25.07,136500
Apollo Investment Corp.,AINV,20130213,8.31,8.41,8.3,8.4,1619000
Alliance Healthcare Services,AIQ,20130213,7.29,7.29,6.99,6.99,10000
Air Methods Corp.,AIRM,20130213,43.2,43.34,42.58,43.17,282600
Air T,AIRT,20130213,9.49,9.55,9.47,9.55,2300
Aixtron Se,AIXG,20130213,13.12,13.14,12.84,12.91,254000
Akamai Technologies,AKAM,20130213,36.82,37.44,36.08,37.31,6340000
Akorn,AKRX,20130213,12.99,13.05,12.83,12.97,389400
Alico,ALCO,20130213,40.2,40.48,40.05,40.48,8200
Alco Stores Inc,ALCS,20130213,7.46,8.47,7.46,8.47,4100
Align Technology,ALGN,20130213,32.96,33.15,32.49,32.75,1501900
Allegiant Travel Company,ALGT,20130213,78.33,79.91,78.33,79.75,210500
Alimera Sciences,ALIM,20130213,2.4,2.41,2.3,2.31,51400
Alkermes,ALKS,20130213,21.3,21.63,21.23,21.58,1339700
Alliance Bank,ALLB,20130213,12.76,12.93,12.76,12.76,500
Allot Communications Ltd,ALLT,20130213,14.32,14.48,14.03,14.16,554900
Alliance Financial Corp.,ALNC,20130213,45,45.4,45,45.17,6500
Alnylam Pharmaceuticals,ALNY,20130213,24.28,24.43,24,24.22,279400
Analogic Corp.,ALOG,20130213,74.72,75.46,74.61,75.18,106100
Astro-Med,ALOT,20130213,10.2,10.32,10.16,10.19,1500
American Learning Corp.,ALRN,20130213,0.44,0.44,0.44,0.44,0
Alaska Communications Systems,ALSK,20130213,1.73,1.76,1.73,1.76,154200
Alterra Capital Holdings Ltd,ALTE,20130213,30.96,31.12,30.96,31.07,451200
Altair Nanotechnologies Inc.,ALTI,20130213,2.16,2.22,2.16,2.18,9100
Altera Corp.,ALTR,20130213,35.7,35.93,35.26,35.53,1906100
Alvarion Ltd,ALVR,20130213,0.52,0.53,0.51,0.51,60900
Alexza Pharmaceuticals,ALXA,20130213,4.21,4.42,4.13,4.33,172100
Alexion Pharmaceuticals,ALXN,20130213,90.12,92.21,89.85,92.01,2496800
Amag Pharmaceuticals,AMAG,20130213,16.46,16.67,16.38,16.65,141300
Autonavi Holdings,AMAP,20130213,11.35,11.5,11.28,11.32,40800
Applied Materials,AMAT,20130213,13.77,13.79,13.61,13.77,11664700
Ambarella Inc.,AMBA,20130213,9.68,9.84,9.59,9.68,62300
Ambient Corp,AMBT,20130213,2.75,2.93,2.75,2.83,4800
Applied Micro Circuits Corp.,AMCC,20130213,8.46,8.57,8.23,8.45,373100
Andatee China Marine Fuel Services,AMCF,20130213,0.8,0.89,0.75,0.87,52100
Airmedia Group Inc,AMCN,20130213,2.39,2.39,2.18,2.31,9900
Amc Networks Inc.,AMCX,20130213,58.81,59.99,58.74,59.76,771200
Amedisys Inc,AMED,20130213,12.36,12.7,12.28,12.63,242700
Amgen Inc.,AMGN,20130213,84.96,85.13,84.45,84.94,7943100
American Independence,AMIC,20130213,4.83,4.83,4.83,4.83,0
Amkor Technology,AMKR,20130213,4.83,5.01,4.8,4.99,994600
American National Bankshares,AMNB,20130213,20.31,20.31,19.88,20.04,3700
Allied Motion Technologies,AMOT,20130213,7.01,7.05,7,7.05,1400
America Movil S.A.B. De C.V.,AMOV,20130213,24.76,24.76,22.2,22.29,84500
Ampio Pharmaceutical,AMPE,20130213,3.91,3.93,3.83,3.86,68800
American River Bankshares,AMRB,20130213,7.13,7.45,7.13,7.19,1900
Albany Molecular Research,AMRI,20130213,6.69,7.44,6.61,7.39,1085000
Amarin Corporation Plc,AMRN,20130213,8.55,8.7,8.51,8.58,2849100
Amyris,AMRS,20130213,3.52,3.54,3.37,3.41,228600
American Superconductor Corp.,AMSC,20130213,3.19,3.28,3.13,3.27,852600
Amerisafe,AMSF,20130213,29.48,29.48,29.07,29.32,21700
Amsurg,AMSG,20130213,30.95,31.45,30.95,31.43,95900
American Software,AMSWA,20130213,8.63,8.85,8.53,8.82,32100
American Woodmark Corp.,AMWD,20130213,31.82,32.25,31.46,31.87,78400
Amazon.Com,AMZN,20130213,261.53,269.96,260.3,269.47,5295700
Anacor Pharmaceuticals,ANAC,20130213,3.47,3.5,3.39,3.48,247200
Anadigics,ANAD,20130213,2.59,2.6,2.52,2.55,434100
American National Insurance,ANAT,20130213,82.23,82.57,81.02,82.19,15000
Anchor Bancorp,ANCB,20130213,14.5,14.5,14.5,14.5,0
American Caresource Holdings,ANCI,20130213,1.92,1.95,1.92,1.95,1500
Access National Corp.,ANCX,20130213,15.77,15.83,15.55,15.73,23400
Andina Acquisition Corporation,ANDAU,20130213,10.01,10.01,10.01,10.01,0
Andina Acquisition Corporation,ANDAW,20130213,0.23,0.23,0.23,0.23,0
The Andersons,ANDE,20130213,47.38,48.02,47.32,47.88,83700
Anaren,ANEN,20130213,19.32,19.8,19.25,19.73,31100
Angie's List Inc.,ANGI,20130213,13.78,13.94,13.48,13.62,1023300
Angiodynamics,ANGO,20130213,12.13,12.19,12.06,12.15,47400
Anika Therapeutics Inc.,ANIK,20130213,10.93,10.96,10.82,10.89,33200
Analysts International Corp.,ANLY,20130213,3.7,3.7,3.55,3.56,10600
Annapolis Bancorp Inc.,ANNB,20130213,13.48,13.61,13.46,13.46,300
Ansys,ANSS,20130213,75.96,75.96,74.98,75.89,239600
Anthera Pharmaceuticals,ANTH,20130213,0.67,0.68,0.67,0.68,752200
Phazar Corp,ANTP,20130213,1.69,1.72,1.67,1.67,2300
Alpha And Omega Semiconductor,AOSL,20130213,8.72,8.9,8.71,8.8,25400
Apco Oil And Gas International,APAGF,20130213,13.49,13.78,13.47,13.67,5600
American Public Education,APEI,20130213,40.2,40.72,40.11,40.67,76000
American Pacific Corp.,APFC,20130213,19.22,21,19.22,19.42,36100
Acme Packet,APKT,20130213,29.4,29.48,29.26,29.42,2047500
Apogee Enterprises,APOG,20130213,24.39,25.09,24.37,25.01,194100
Apollo Group,APOL,20130213,19.55,19.64,18.99,19.05,5019400
Aspenbio Pharma,APPY,20130213,2.39,2.44,2.26,2.28,73900
Apricus Biosciences Inc,APRI,20130213,3.06,3.06,2.89,2.89,174500
Alto Palermo S.A.,APSA,20130213,17,17.03,16.66,16.66,900
Asia Pac Wire &Cable,APWC,20130213,4,4.18,3.99,4.15,59200
Aquasition Corp.,AQUUU,20130213,10.02,10.02,10.02,10.02,0
Accuray Incorporated,ARAY,20130213,4.37,4.44,4.22,4.28,1106300
Ares Capital Corp.,ARCC,20130213,18.27,18.33,18.16,18.31,1226600
Appliance Recycling Centers,ARCI,20130213,1.41,1.48,1.38,1.4,9100
American Realty Capital Propert,ARCP,20130213,13.9,13.94,13.75,13.83,104800
Arc Wireless Solutions,ARCW,20130213,5.87,5.91,5.87,5.91,200
Arden Group,ARDNA,20130213,91.48,92.45,90.5,92.45,1200
Approach Resources Inc.,AREX,20130213,24.75,24.82,23.68,24.01,2401400
Ariad Pharmaceuticals,ARIA,20130213,19.9,20.2,19.81,20.08,1402700
American Railcar Industries,ARII,20130213,41.49,42.79,41.25,42.18,322600
Ark Restaurants,ARKR,20130213,20.65,21.05,20.5,21.03,20900
Alliance Resource Partners L.P.,ARLP,20130213,63.2,63.2,62.21,63,62300
Arm Holdings Plc,ARMH,20130213,43.29,43.51,43.15,43.31,1235700
Arena Pharmaceuticals,ARNA,20130213,8.43,8.59,8.25,8.37,4464300
Arrow Financial Corp.,AROW,20130213,24.6,24.75,24.54,24.6,13300
Arqule,ARQL,20130213,2.55,2.6,2.48,2.52,332300
Arris Group Inc,ARRS,20130213,16.74,17.14,16.65,16.95,2495600
Array Biopharma Inc.,ARRY,20130213,3.77,3.88,3.76,3.86,887600
Arthrocare Corp.,ARTC,20130213,36.38,36.62,35.96,36.41,60800
Artesian Resources Corp.,ARTNA,20130213,22.48,22.5,22.05,22.13,8000
Art'S-Way Manufacturing Co.,ARTW,20130213,7.05,7.1,7.05,7.05,1300
Arotech Corp.,ARTX,20130213,1.11,1.11,1.1,1.11,1200
Aruba Networks,ARUN,20130213,22.19,22.34,20.61,21.15,4542700
Arrowhead Research Corp.,ARWR,20130213,1.85,1.91,1.81,1.85,58800
Asb Bancorp Inc.,ASBB,20130213,16.25,16.25,16.25,16.25,0
Associated Banc-Corp,ASBC,20130213,14.6,14.69,14.54,14.62,954800
Associated Banc-Corp,ASBCW,20130213,1.4,1.4,1.4,1.4,0
Ameriana Bancorp,ASBI,20130213,8.57,8.57,8.57,8.57,0
Ameristar Casinos,ASCA,20130213,26.44,26.49,26.41,26.49,104400
Ascent Media Corp.,ASCMA,20130213,69.9,70.47,68.5,69.73,51400
American Science And Engineering,ASEI,20130213,64.54,65.13,64.54,64.91,43000
Asta Funding,ASFI,20130213,9.42,9.5,9.41,9.41,11800
Asiainfo-Linkage,ASIA,20130213,11.01,11.06,11,11.05,58900
Asm International N.V.,ASMI,20130213,40.66,40.78,40.58,40.59,1800
Asml Holding N.V.,ASML,20130213,74.18,74.98,73.96,74.26,1644200
Ascena Retail Group,ASNA,20130213,17.03,17.17,16.92,16.97,1719400
Altisource Portfolio Solutions S.A.,ASPS,20130213,84.49,93.41,83.82,91.01,705200
Ameriserv Financial Inc.,ASRV,20130213,2.93,3.02,2.92,3.02,5900
Ameriserv Financial Inc.,ASRVP,20130213,25.75,25.75,25.75,25.75,300
Astrotech Corp.,ASTC,20130213,0.87,0.88,0.87,0.88,8700
Astec Industries,ASTE,20130213,36.19,36.49,35.74,36.44,42600
Ascent Solar Technologies,ASTI,20130213,0.69,0.75,0.69,0.69,366000
Aastrom Biosciences,ASTM,20130213,1.33,1.35,1.29,1.3,242300
Astex Pharmaceuticals Inc,ASTX,20130213,3.43,3.43,3.31,3.37,487700
Asure Software Inc,ASUR,20130213,6.93,7.03,6.75,6.93,28400
Amtech Systems,ASYS,20130213,3.98,4.26,3.96,4.24,70100
Ata Inc.,ATAI,20130213,4.3,4.41,4.3,4.3,15500
America First Tax Exempt L.P.,ATAX,20130213,7.26,7.3,7.1,7.13,117100
Astea International,ATEA,20130213,2.78,2.78,2.78,2.78,0
Alphatec Holdings,ATEC,20130213,1.62,1.66,1.58,1.59,22700
Athenahealth,ATHN,20130213,89.02,89.98,88.38,89.32,273000
Athersys,ATHX,20130213,1.74,1.75,1.66,1.71,511200
Atlanticus Holdings Corp.,ATLC,20130213,3.26,3.34,3.23,3.23,3200
Ames National Corp.,ATLO,20130213,21.68,22.09,21.61,21.61,6400
Atmi Inc.,ATMI,20130213,21.89,21.97,21.62,21.91,113700
Atmel Corp.,ATML,20130213,6.66,6.68,6.48,6.6,3731300
Atlantic Tele-Network,ATNI,20130213,43.35,43.7,42.91,43.57,35100
Api Technologies,ATNY,20130213,2.7,2.72,2.59,2.62,34900
Atossa Genetics Inc.,ATOS,20130213,8.42,8.99,6.77,7,62200
Atricure,ATRC,20130213,8.26,8.77,8.24,8.5,524800
Atrion Corp.,ATRI,20130213,207.61,207.61,207.61,207.61,0
Aetrium Inc.,ATRM,20130213,0.73,0.74,0.7,0.7,3300
Astronics Corp.,ATRO,20130213,27.09,27.55,27.08,27.38,69000
Antares Pharma,ATRS,20130213,3.79,3.82,3.68,3.69,803700
Air Transport Services Group Inc,ATSG,20130213,4.91,5.04,4.88,4.99,108400
Attunity Ltd,ATTU,20130213,7.3,7.33,7.25,7.27,14700
Activision Blizzard Inc,ATVI,20130213,13.51,13.74,13.4,13.73,18115600
Cross [A.T.] Company,ATX,20130213,12.25,12.29,12,12.11,16400
Auburn National Bancorporation,AUBN,20130213,21.27,21.27,21.27,21.27,200
Audiocodes Ltd,AUDC,20130213,4.49,4.57,4.44,4.48,134100
Auxilium Pharmaceuticals,AUXL,20130213,17.05,17.35,16.9,17.28,431200
Aerovironment,AVAV,20130213,22.88,23.18,22.65,22.83,226600
Advocat,AVCA,20130213,5.78,5.78,5.56,5.56,5000
Aveo Pharmaceuticals,AVEO,20130213,6.95,7.52,6.5,7.35,4193900
Avago Technologies,AVGO,20130213,35.19,35.49,34.89,35.17,2658900
Av Homes Inc,AVHI,20130213,14.69,14.83,14.66,14.79,6100
Avid Technology,AVID,20130213,7.83,7.89,7.8,7.86,45700
Avanir Pharmaceuticals Inc,AVNR,20130213,2.84,2.89,2.83,2.87,915000
Aviat Networks,AVNW,20130213,3.7,3.73,3.68,3.68,164000
Homeaway Inc.,AWAY,20130213,24.75,25.11,24.66,24.91,899300
Aware,AWRE,20130213,5.92,5.92,5.03,5.11,53600
Abraxas Petroleum Corp.,AXAS,20130213,2.11,2.11,2.08,2.08,416900
Accelerate Diagnostics Inc.,AXDX,20130213,4.72,4.72,4.58,4.72,5200
ACWI Ex-US Financials MSCI Ishares,AXFN,20130213,25.11,25.12,24.89,25.12,10300
AC Asia Ex Japan Smallcap MSCI Ishares,AXJS,20130213,57.43,57.43,57.43,57.43,0
Axt Inc,AXTI,20130213,2.86,3.05,2.85,2.96,299900
Aspen Technology,AZPN,20130213,30.36,30.36,29.93,30.15,310600
Natus Medical Inc.,BABY,20130213,12.21,12.37,12.14,12.3,52800
Einstein Noah Restaurant Group,BAGL,20130213,13.1,13.1,12.95,13,51500
Books-A-Million,BAMM,20130213,2.44,2.45,2.39,2.39,42300
First Pactrust Bancorp,BANC,20130213,11.46,11.9,11.46,11.69,36300
First Pactrust Bancorp Inc.,BANCL,20130213,25.45,25.68,25.33,25.4,5000
Bancfirst Corp.,BANF,20130213,41.44,41.63,41.1,41.36,9800
Bancfirst Corp.,BANFP,20130213,28.07,28.07,28.07,28.07,200
Banner Corp.,BANR,20130213,30.88,31.03,30.31,30.4,106800
Bioanalytical Systems,BASI,20130213,1.6,1.74,1.6,1.74,13100
Bed Bath & Beyond Inc.,BBBY,20130213,59.05,59.47,58.75,58.91,2001300
Bbcn Bancorp Inc,BBCN,20130213,12.82,12.82,12.66,12.78,329500
Breitburn Energy Partners L.P.,BBEP,20130213,19.69,19.99,19.65,19.86,1742700
Beasley Broadcast Group,BBGI,20130213,5,5.15,5,5.15,3400
Bridge Capital Holdings,BBNK,20130213,15.13,15.2,15.06,15.14,1900
Black Box Corp.,BBOX,20130213,25.18,25.36,25.03,25.27,44400
Bravo Brio Restaurant Group,BBRG,20130213,15.82,15.82,15.38,15.59,230900
Blackberry,BBRY,20130213,15.1,15.39,13.81,13.99,77515000
Barrett Business Services,BBSI,20130213,40.98,42.43,40.1,42.13,89000
Bcb Bancorp Inc. [Nj],BCBP,20130213,9.88,9.88,9.64,9.68,2100
Bcd Semiconductor Manufacturing Ltd,BCDS,20130213,7.94,7.95,7.92,7.95,20100
B Communications Ltd,BCOM,20130213,4.85,4.85,4.85,4.85,3400
Berjaya Philippines Inc,BCOR,20130213,14.82,15.18,14.75,15.11,479800
Brightcove Inc.,BCOV,20130213,6.84,6.88,6.57,6.75,360300
Balchem Corp.,BCPC,20130213,38.57,38.73,38.17,38.67,37700
Biocryst Pharmaceuticals,BCRX,20130213,1.48,1.48,1.45,1.47,231100
Bcsb Bancorp,BCSB,20130213,15.08,15.5,15.08,15.5,300
Boulder Brands Inc,BDBD,20130213,12.8,13.04,12.75,12.95,368600
Black Diamond,BDE,20130213,8.4,8.5,8.25,8.36,76800
Bridge Bancorp,BDGE,20130213,20.9,21.86,20.81,21.78,6200
Birner Dental Management Services,BDMS,20130213,17.7,18.06,17.7,18.06,200
Biodelivery Sciences International,BDSI,20130213,4.14,4.21,4.03,4.08,128200
Cardionet,BEAT,20130213,2.45,2.61,2.45,2.51,86900
Be Aerospace,BEAV,20130213,53.71,53.98,53.08,53.35,547000
Bebe Stores,BEBE,20130213,3.89,3.93,3.85,3.86,464200
Beacon Roofing Supply,BECN,20130213,37.81,37.85,37.33,37.84,313200
Bel Fuse Inc.,BELFA,20130213,16.64,16.64,16.31,16.32,500
Bel Fuse Inc.,BELFB,20130213,18.44,18.53,18.19,18.53,8800
Berkshire Bancorp,BERK,20130213,8.38,8.39,8.3,8.3,800
Bankfinancial Corp.,BFIN,20130213,7.66,7.99,7.52,7.78,25000
Bluefly,BFLY,20130213,0.72,0.79,0.72,0.79,9200
Bgc Partners,BGCP,20130213,4.31,4.43,4.27,4.36,1538700
Big 5 Sporting Goods Corp.,BGFV,20130213,14.63,14.7,14.22,14.26,119800
Bg Medicine,BGMD,20130213,2.17,2.2,2.06,2.06,273400
Bgs Acquisition Corp.,BGSCW,20130213,0.19,0.19,0.19,0.19,2000
Ultra Nasdaq Biotechnology Proshares,BIB,20130213,64.8,65.82,64.8,65.56,6200
BICK Index First Trust,BICK,20130213,25.44,25.47,25.38,25.43,3600
Baidu,BIDU,20130213,95.43,96.7,94.38,95.91,3249700
Biogen Idec Inc,BIIB,20130213,163.39,167.29,163.34,165.91,1378000
Bioclinica Inc,BIOC,20130213,7.24,7.24,7.23,7.24,32600
Biodel Inc.,BIOD,20130213,2.65,2.7,2.63,2.66,13700
Biofuel Energy,BIOF,20130213,4.75,5.15,4.63,4.73,144200
Biolase Technology,BIOL,20130213,3.65,3.75,3.46,3.53,377700
Bioscrip,BIOS,20130213,11.31,11.65,11.31,11.63,189600
Actuate Corp.,BIRT,20130213,6.18,6.2,6.13,6.17,150500
Ultrashort Nasdaq Biotech Proshares,BIS,20130213,58.22,58.22,58.22,58.22,100
Bj's Restaurants,BJRI,20130213,34.34,34.36,33.05,33.43,525200
Blackrock Kelso Capital Corp.,BKCC,20130213,10.53,10.58,10.43,10.55,1067800
Blueknight Energy,BKEP,20130213,8.17,8.17,8.14,8.14,8600
Blueknight Energy Partners L.P.,BKEPP,20130213,8.84,8.85,8.8,8.8,2500
Bank Mutual Corp.,BKMU,20130213,5.75,5.76,5.64,5.7,396700
Oak Ridge Financial Services,BKOR,20130213,4.15,4.69,4.15,4.25,5600
Bank Of South Carolina,BKSC,20130213,11.69,11.7,11.69,11.7,1000
The Bank Of Kentucky Financial,BKYF,20130213,26.34,26.4,26.15,26.4,6900
Ballard Power Systems,BLDP,20130213,0.7,0.71,0.68,0.69,83700
Builders Firstsource,BLDR,20130213,6.03,6.09,5.93,6,279400
Bridgeline Digital,BLIN,20130213,1.54,1.6,1.54,1.6,12700
Blackbaud,BLKB,20130213,25.6,26.05,25.16,26.05,148700
Bloomin' Brands Inc.,BLMN,20130213,18.66,18.67,18.34,18.53,108300
Bsb Bancorp Inc.,BLMT,20130213,13.1,13.15,13.02,13.12,16400
Biolinerx Ltd.,BLRX,20130213,4.04,4.04,3.86,3.99,128300
Bmc Software,BMC,20130213,41.23,41.43,40.97,41.09,1813600
Bank Of Marin Bancorp,BMRC,20130213,39.24,39.3,38.87,39.11,4000
Biomarin Pharmaceutical Inc.,BMRN,20130213,55.07,55.23,54.49,54.86,642800
Bryn Mawr Bank Corp.,BMTC,20130213,23.35,23.49,23.18,23.33,5600
Biomimetic Therapeutics,BMTI,20130213,8.82,8.91,8.74,8.91,125800
Beneficial Mutual Bancorp,BNCL,20130213,9.37,9.4,9.35,9.4,78100
Bnc Bancorp,BNCN,20130213,8.6,8.7,8.5,8.63,20900
Bonso Electronics International,BNSO,20130213,1.53,1.53,1.48,1.51,3700
Bob Evans Farms,BOBE,20130213,42.44,42.59,41.85,42.32,172900
Bank Of Commerce Holdings [Ca],BOCH,20130213,4.91,4.95,4.88,4.89,70400
Body Central,BODY,20130213,8.26,8.44,8.09,8.12,71300
Bofi Holding,BOFI,20130213,35.78,35.92,35.2,35.45,104900
Bok Financial Corp.,BOKF,20130213,57.79,58.01,57.61,57.9,67500
Bolt Technology Corp.,BOLT,20130213,15.16,15.39,15.07,15.35,7100
Bona Film Group Limited,BONA,20130213,5,5.05,5,5.05,2700
The Bon-Ton Stores,BONT,20130213,12.31,12.31,11.52,11.63,51100
Dynamic Materials Corp.,BOOM,20130213,17.77,17.78,17.62,17.64,30000
B.O.S. Better Online Solutions,BOSC,20130213,4.57,4.57,4.48,4.5,6700
Biota Pharmaceuticals Inc.,BOTA,20130213,3.94,4.07,3.94,4.07,40000
Bank Of The Jame Fnl,BOTJ,20130213,8.02,8.25,7.96,8,5700
Bank Of Virginia,BOVA,20130213,4.08,4.11,4.02,4.1,2000
Biosante Pharmaceuticals,BPAX,20130213,1.44,1.45,1.38,1.39,192400
Boston Private Financial Holdings,BPFH,20130213,9.38,9.45,9.27,9.37,248400
Boston Private Financial Holdings,BPFHW,20130213,3.5,3.5,3.5,3.5,0
Bluephoenix Solutions,BPHX,20130213,4.68,4.68,4.48,4.5,4500
Popular,BPOP,20130213,28.5,28.83,28.5,28.76,743700
Popular,BPOPM,20130213,23,23.45,23,23.17,2100
Popular,BPOPN,20130213,24.1,24.1,24,24.09,4300
Brocade Communications Systems,BRCD,20130213,5.76,5.83,5.75,5.76,9775400
Broadcom Corp.,BRCM,20130213,33.85,34.11,33.47,33.72,9480500
Craft Brewers Alliance Inc,BREW,20130213,6.63,6.76,6.63,6.71,10900
Bridgford Foods Corp.,BRID,20130213,6.82,6.82,6.82,6.82,0
Brookline Bancorp,BRKL,20130213,9.07,9.12,9,9.09,161900
Bruker Corp.,BRKR,20130213,16.57,16.78,16.38,16.77,553200
Brooks Automation,BRKS,20130213,10.08,10.18,10.04,10.12,234200
Bio-Reference Laboratories,BRLI,20130213,26.47,26.89,26.23,26.42,195700
Bsd Medical Corp.,BSDM,20130213,1.48,1.48,1.38,1.42,168700
Bassett Furniture Industries Inc.,BSET,20130213,14.03,14.15,13.92,13.95,20100
Broadsoft,BSFT,20130213,36.61,36.97,36.14,36.51,240100
Biostar Pharmaceuticals,BSPM,20130213,1.1,1.12,1.09,1.09,3000
Bsquare Corp.,BSQR,20130213,3.44,3.44,3.44,3.44,300
